 3.41929606e+02 3.42365199e+02 3.42936660e+02 3.43686269e+02 3.44669429e+02 3.45958204e+02 3.47647253e+02 3.49859431e+02 3.52754859e+02 3.56541122e+02 3.61485958e+02 3.67933799e+02 3.76323641e+02 3.87210415e+02 4.01286454e+02 4.19401180e+02 4.42573043e+02 4.71988288e+02 5.08976889e+02 5.54963158e+02 6.11392034e+02 6.79653130e+02 7.61033055e+02 8.56739629e+02 9.68035490e+02 1.09649908e+03 1.24440628e+03 1.41522019e+03 1.61416694e+03 1.84886154e+03 2.12991857e+03 2.47146151e+03 2.89136022e+03 3.41081315e+03 4.05333739e+03 4.84466902e+03 5.81491577e+03 7.00275105e+03 8.46132914e+03 1.02691571e+04 1.25889713e+04 1.56083582e+04 1.95313287e+04 2.46206339e+04 3.12150316e+04
 3.40911995e+02 3.41346378e+02 3.41916437e+02 3.42663945e+02 3.43644470e+02 3.44929867e+02 3.46614526e+02 3.48821120e+02 3.51709454e+02 3.55486672e+02 3.60420305e+02 3.66854388e+02 3.75227885e+02 3.86095736e+02 4.00151096e+02 4.18244575e+02 4.41397352e+02 4.70799260e+02 5.07785001e+02 5.53783713e+02 6.10244807e+02 6.78560494e+02 7.60016967e+02 8.55818225e+02 9.67221141e+02 1.09579650e+03 1.24381339e+03 1.41472894e+03 1.61376588e+03 1.84853650e+03 2.12965639e+03 2.47125087e+03 2.89119177e+03 3.41067896e+03 4.05323153e+03 4.84458728e+03 5.81485571e+03 7.00270998e+03 8.46130459e+03 1.02691449e+04 1.25889606e+04 1.56083483e+04 1.95313193e+04 2.46206248e+04 3.12150228e+04
 3.39556543e+02 3.39989574e+02 3.40557702e+02 3.41302921e+02 3.42280409e+02 3.43561933e+02 3.45241409e+02 3.47441532e+02 3.50321468e+02 3.54088111e+02 3.59008592e+02 3.65426605e+02 3.73780803e+02 3.84626427e+02 3.98657249e+02 4.16725890e+02 4.39856258e+02 4.69243003e+02 5.06226630e+02 5.52242700e+02 6.08746481e+02 6.77133438e+02 7.58689051e+02 8.54613713e+02 9.66155757e+02 1.09487692e+03 1.24303680e+03 1.41408531e+03 1.61323974e+03 1.84811014e+03 2.12931267e+03 2.47097455e+03 2.89097075e+03 3.41050316e+03 4.05309240e+03 4.84448052e+03 5.81477670e+03 7.00265607e+03 8.46127223e+03 1.02691288e+04 1.25889466e+04 1.56083353e+04 1.95313070e+04 2.46206130e+04 3.12150112e+04
 3.37753275e+02 3.38184720e+02 3.38750830e+02 3.39493377e+02 3.40467323e+02 3.41744483e+02 3.43418133e+02 3.45610781e+02 3.48481257e+02 3.52235845e+02 3.57141277e+02 3.63540697e+02 3.71872661e+02 3.82692508e+02 3.96694961e+02 4.14734582e+02 4.37839400e+02 4.67209427e+02 5.04192534e+02 5.50232726e+02 6.06792509e+02 6.75272001e+02 7.56956671e+02 8.53040667e+02 9.64763711e+02 1.09367439e+03 1.24202066e+03 1.41324276e+03 1.61255059e+03 1.84755157e+03 2.12886185e+03 2.47061242e+03 2.89068118e+03 3.41027220e+03 4.05290999e+03 4.84433991e+03 5.81467318e+03 7.00258520e+03 8.46122983e+03 1.02691077e+04 1.25889282e+04 1.56083183e+04 1.95312909e+04 2.46205974e+04 3.12149960e+04
 3.35358677e+02 3.35788493e+02 3.36352309e+02 3.37092128e+02 3.38062336e+02 3.39334458e+02 3.41002014e+02 3.43186371e+02 3.46046474e+02 3.49787776e+02 3.54676420e+02 3.61055194e+02 3.69362167e+02 3.80152819e+02 3.94123083e+02 4.12129865e+02 4.35205671e+02 4.64557613e+02 5.01542996e+02 5.47616069e+02 6.04249189e+02 6.72848459e+02 7.54699555e+02 8.50989940e+02 9.62946732e+02 1.09210335e+03 1.24069204e+03 1.41213978e+03 1.61164812e+03 1.84681931e+03 2.12827085e+03 2.47013750e+03 2.89030101e+03 3.40996905e+03 4.05267081e+03 4.84415545e+03 5.81453735e+03 7.00249216e+03 8.46117406e+03 1.02690799e+04 1.25889041e+04 1.56082959e+04 1.95312697e+04 2.46205770e+04 3.12149760e+04
 3.32188220e+02 3.32616281e+02 3.33177870e+02 3.33914754e+02 3.34881178e+02 3.36148314e+02 3.37809240e+02 3.39985305e+02 3.42834406e+02 3.46561644e+02 3.51432581e+02 3.57789217e+02 3.66069208e+02 3.76828057e+02 3.90762547e+02 4.08732868e+02 4.31776821e+02 4.61109873e+02 4.98101341e+02 5.44218542e+02 6.00946560e+02 6.69699618e+02 7.51764603e+02 8.48320748e+02 9.60579179e+02 1.09005368e+03 1.23895647e+03 1.41069775e+03 1.61046725e+03 1.84586134e+03 2.12749716e+03 2.46951526e+03 2.88980278e+03 3.40957197e+03 4.05235671e+03 4.84391337e+03 5.81435872e+03 7.00237023e+03 8.46110091e+03 1.02690435e+04 1.25888724e+04 1.56082666e+04 1.95312419e+04 2.46205501e+04 3.12149497e+04
 3.28004656e+02 3.28431144e+02 3.28990800e+02 3.29724913e+02 3.30687890e+02 3.31950431e+02 3.33605341e+02 3.35773452e+02 3.38612151e+02 3.42326028e+02 3.47179584e+02 3.53514078e+02 3.61766436e+02 3.72492130e+02 3.86388919e+02 4.04319910e+02 4.27329476e+02 4.56643654e+02 4.93645954e+02 5.39821042e+02 5.96670551e+02 6.65619611e+02 7.47956989e+02 8.44853167e+02 9.57499076e+02 1.08738347e+03 1.23669259e+03 1.40881455e+03 1.60892320e+03 1.84460723e+03 2.12648388e+03 2.46870014e+03 2.88914969e+03 3.40905087e+03 4.05194504e+03 4.84359585e+03 5.81412445e+03 7.00221009e+03 8.46100489e+03 1.02689957e+04 1.25888307e+04 1.56082281e+04 1.95312053e+04 2.46205149e+04 3.12149153e+04
 3.22504908e+02 3.22930400e+02 3.23488728e+02 3.24221148e+02 3.25181757e+02 3.26441223e+02 3.28091859e+02 3.30254264e+02 3.33085158e+02 3.36788475e+02 3.41627709e+02 3.47942918e+02 3.56170349e+02 3.66864343e+02 3.80723679e+02 3.98614568e+02 4.21588303e+02 4.50883738e+02 4.87902766e+02 5.34151739e+02 5.91153685e+02 6.60349468e+02 7.43031769e+02 8.40359917e+02 9.53500859e+02 1.08391149e+03 1.23374398e+03 1.40635815e+03 1.60690684e+03 1.84296842e+03 2.12515854e+03 2.46763275e+03 2.88829444e+03 3.40836796e+03 4.05140527e+03 4.84317923e+03 5.81381755e+03 7.00199991e+03 8.46087886e+03 1.02689330e+04 1.25887761e+04 1.56081775e+04 1.95311574e+04 2.46204686e+04 3.12148700e+04
 3.15303009e+02 3.15728836e+02 3.16287424e+02 3.17020216e+02 3.17981239e+02 3.19240891e+02 3.20891460e+02 3.23053245e+02 3.25882661e+02 3.29582495e+02 3.34415432e+02 3.40720052e+02 3.48930623e+02 3.59600420e+02 3.73427447e+02 3.91280537e+02 4.14219100e+02 4.43496686e+02 4.80537812e+02 5.26877358e+02 5.84066505e+02 6.53568138e+02 7.36681619e+02 8.34554488e+02 9.48324501e+02 1.07940662e+03 1.22991045e+03 1.40315885e+03 1.60427701e+03 1.84082779e+03 2.12342643e+03 2.46623687e+03 2.88717481e+03 3.40747325e+03 4.05069799e+03 4.84263318e+03 5.81341437e+03 7.00172393e+03 8.46071332e+03 1.02688506e+04 1.25887044e+04 1.56081111e+04 1.95310944e+04 2.46204079e+04 3.12148106e+04
 3.05909151e+02 3.06337664e+02 3.06899746e+02 3.07636881e+02 3.08603219e+02 3.09869606e+02 3.11528448e+02 3.13699857e+02 3.16539960e+02 3.20251239e+02 3.25094915e+02 3.31407442e+02 3.39620328e+02 3.50283579e+02 3.64092795e+02 3.81917611e+02 4.04824837e+02 4.34085482e+02 4.71152231e+02 5.17596994e+02 5.75009271e+02 6.44882106e+02 7.28527103e+02 8.27080055e+02 9.41642046e+02 1.07357663e+03 1.22493815e+03 1.39900027e+03 1.60085249e+03 1.83803673e+03 2.12116492e+03 2.46441289e+03 2.88570966e+03 3.40630206e+03 4.04977041e+03 4.84191741e+03 5.81288584e+03 7.00136202e+03 8.46049597e+03 1.02687424e+04 1.25886102e+04 1.56080239e+04 1.95310118e+04 2.46203281e+04 3.12147326e+04
