 3.41929606e+02 3.42067315e+02 3.42218648e+02 3.42384896e+02 3.42567601e+02 3.42768188e+02 3.42988601e+02 3.43230854e+02 3.43496796e+02 3.43789012e+02 3.44109997e+02 3.44462681e+02 3.44849951e+02 3.45275320e+02 3.45742518e+02 3.46255625e+02 3.46819105e+02 3.47437879e+02 3.48117376e+02 3.48863389e+02 3.49682341e+02 3.50581372e+02 3.51568245e+02 3.52651338e+02 3.53839964e+02 3.55144243e+02 3.56575142e+02 3.58144773e+02 3.59866202e+02 3.61753697e+02 3.63823090e+02 3.66091195e+02 3.68576604e+02 3.71299180e+02 3.74280814e+02 3.77544820e+02 3.81117001e+02 3.85024482e+02 3.89297144e+02 3.93966635e+02 3.99067322e+02 4.04635477e+02 4.10710327e+02 4.17333162e+02 4.24548042e+02 4.32401473e+02 4.40942345e+02 4.50221763e+02 4.60293007e+02 4.71211583e+02 4.83034339e+02 4.95819777e+02 5.09627571e+02 5.24517935e+02 5.40551335e+02 5.57788383e+02 5.76288849e+02 5.96111762e+02 6.17314709e+02 6.39954344e+02 6.64084809e+02 6.89759034e+02 7.17028661e+02 7.45943353e+02 7.76552670e+02 8.08906018e+02 8.43054189e+02 8.79049644e+02 9.16948874e+02 9.56813468e+02 9.98712395e+02 1.04272373e+03 1.08893749e+03 1.13745646e+03 1.18840104e+03 1.24191048e+03 1.29814632e+03 1.35729448e+03 1.41957044e+03 1.48522008e+03 1.55452401e+03 1.62780117e+03 1.70541158e+03 1.78775835e+03 1.87529217e+03 1.96851292e+03 2.06797174e+03 2.17427419e+03 2.28807940e+03 2.41010332e+03 2.54111597e+03 2.68193958e+03 2.83344331e+03 2.99653743e+03 3.17216692e+03 3.36130273e+03 3.56494162e+03 3.78410623e+03 4.01984667e+03 4.27326082e+03 4.54550103e+03 4.83778310e+03 5.15144683e+03 5.48791959e+03 5.84877575e+03 6.23584668e+03 6.65098886e+03 7.09648299e+03 7.57501993e+03 8.08879014e+03 8.64197218e+03 9.23848727e+03 9.88023755e+03 1.05784270e+04 1.13433963e+04 1.21817809e+04 1.31004478e+04 1.41068499e+04 1.52091155e+04 1.64161181e+04 1.77375469e+04 1.91839834e+04 2.07669828e+04 2.24991642e+04 2.43943077e+04 2.64674609e+04 2.87350551e+04 3.12150316e+04
 3.41609584e+02 3.41747190e+02 3.41898364e+02 3.42064439e+02 3.42246936e+02 3.42447370e+02 3.42667663e+02 3.42909603e+02 3.43175404e+02 3.43467393e+02 3.43788087e+02 3.44140405e+02 3.44527344e+02 3.44952482e+02 3.45419174e+02 3.45931826e+02 3.46494857e+02 3.47113131e+02 3.47791936e+02 3.48537353e+02 3.49355639e+02 3.50254071e+02 3.51240078e+02 3.52322321e+02 3.53510000e+02 3.54813170e+02 3.56243086e+02 3.57811368e+02 3.59531526e+02 3.61417727e+02 3.63485652e+02 3.65752277e+02 3.68235939e+02 3.70956641e+02 3.73936361e+02 3.77198505e+02 3.80768520e+02 3.84673888e+02 3.88944268e+02 3.93611521e+02 3.98709686e+02 4.04275409e+02 4.10347877e+02 4.16968322e+02 4.24180893e+02 4.32032132e+02 4.40570936e+02 4.49848432e+02 4.59918088e+02 4.70835425e+02 4.82657337e+02 4.95442506e+02 5.09250332e+02 5.24141364e+02 5.40176276e+02 5.57415410e+02 5.75918692e+02 5.95745265e+02 6.16952930e+02 6.39597764e+02 6.63734568e+02 6.89415991e+02 7.16693486e+02 7.45617000e+02 7.76235920e+02 8.08599570e+02 8.42758333e+02 8.78764993e+02 9.16675866e+02 9.56552449e+02 9.98463586e+02 1.04248724e+03 1.08871300e+03 1.13724436e+03 1.18820100e+03 1.24172241e+03 1.29796948e+03 1.35712916e+03 1.41941575e+03 1.48507570e+03 1.55438950e+03 1.62767590e+03 1.70529516e+03 1.78765007e+03 1.87519155e+03 1.96841956e+03 2.06788513e+03 2.17419355e+03 2.28800491e+03 2.41003429e+03 2.54105189e+03 2.68188022e+03 2.83338846e+03 2.99648659e+03 3.17212019e+03 3.36125937e+03 3.56490181e+03 3.78406977e+03 4.01981273e+03 4.27322976e+03 4.54547264e+03 4.83775742e+03 5.15142341e+03 5.48789866e+03 5.84875683e+03 6.23583000e+03 6.65097414e+03 7.09647023e+03 7.57500912e+03 8.08878134e+03 8.64196488e+03 9.23848150e+03 9.88023338e+03 1.05784232e+04 1.13433927e+04 1.21817775e+04 1.31004445e+04 1.41068467e+04 1.52091124e+04 1.64161150e+04 1.77375439e+04 1.91839804e+04 2.07669799e+04 2.24991613e+04 2.43943048e+04 2.64674581e+04 2.87350523e+04 3.12150288e+04
 3.41256152e+02 3.41393610e+02 3.41544638e+02 3.41710536e+02 3.41892828e+02 3.42093119e+02 3.42313215e+02 3.42554932e+02 3.42820475e+02 3.43112131e+02 3.43432538e+02 3.43784582e+02 3.44171148e+02 3.44595811e+02 3.45062195e+02 3.45574401e+02 3.46136911e+02 3.46754597e+02 3.47432817e+02 3.48177510e+02 3.48995122e+02 3.49892658e+02 3.50877869e+02 3.51959188e+02 3.53145858e+02 3.54448119e+02 3.55876704e+02 3.57443787e+02 3.59162638e+02 3.61047385e+02 3.63113663e+02 3.65378562e+02 3.67860452e+02 3.70579321e+02 3.73557054e+02 3.76817075e+02 3.80384893e+02 3.84287922e+02 3.88555834e+02 3.93220561e+02 3.98316352e+02 4.03879521e+02 4.09949359e+02 4.16567315e+02 4.23777417e+02 4.31626273e+02 4.40162922e+02 4.49438445e+02 4.59506586e+02 4.70422480e+02 4.82243404e+02 4.95028190e+02 5.08836345e+02 5.23728220e+02 5.39764654e+02 5.57006013e+02 5.75512480e+02 5.95343295e+02 6.16555892e+02 6.39206669e+02 6.63350301e+02 6.89039657e+02 7.16325843e+02 7.45258908e+02 7.75888145e+02 8.08262992e+02 8.42433559e+02 8.78452481e+02 9.16376203e+02 9.56265868e+02 9.98190231e+02 1.04222759e+03 1.08846679e+03 1.13701157e+03 1.18798154e+03 1.24151594e+03 1.29777580e+03 1.35694750e+03 1.41924606e+03 1.48491710e+03 1.55424156e+03 1.62753833e+03 1.70516712e+03 1.78753120e+03 1.87508115e+03 1.96831681e+03 2.06778984e+03 2.17410497e+03 2.28792306e+03 2.40995847e+03 2.54098167e+03 2.68181514e+03 2.83332840e+03 2.99643112e+03 3.17206900e+03 3.36121188e+03 3.56485772e+03 3.78402911e+03 4.01977579e+03 4.27319568e+03 4.54544125e+03 4.83772897e+03 5.15139767e+03 5.48787561e+03 5.84873603e+03 6.23581165e+03 6.65095825e+03 7.09645655e+03 7.57499733e+03 8.08877151e+03 8.64195680e+03 9.23847516e+03 9.88022882e+03 1.05784191e+04 1.13433888e+04 1.21817737e+04 1.31004408e+04 1.41068431e+04 1.52091089e+04 1.64161116e+04 1.77375406e+04 1.91839772e+04 2.07669767e+04 2.24991581e+04 2.43943016e+04 2.64674550e+04 2.87350492e+04 3.12150258e+04
 3.40865658e+02 3.41003040e+02 3.41153855e+02 3.41319660e+02 3.41501743e+02 3.41701844e+02 3.41921761e+02 3.42163252e+02 3.42428446e+02 3.42719839e+02 3.43039939e+02 3.43391669e+02 3.43777848e+02 3.44202043e+02 3.44667974e+02 3.45179720e+02 3.45741690e+02 3.46358777e+02 3.47036375e+02 3.47780400e+02 3.48597238e+02 3.49493929e+02 3.50478295e+02 3.51558612e+02 3.52744280e+02 3.54045237e+02 3.55472635e+02 3.57038412e+02 3.58755830e+02 3.60638992e+02 3.62703684e+02 3.64966867e+02 3.67446840e+02 3.70163727e+02 3.73139240e+02 3.76396989e+02 3.79962469e+02 3.83863000e+02 3.88128431e+02 3.92790522e+02 3.97883643e+02 4.03444049e+02 4.09511147e+02 4.16126539e+02 4.23333988e+02 4.31180371e+02 4.39714625e+02 4.48988181e+02 4.59054466e+02 4.69969101e+02 4.81789256e+02 4.94573544e+02 5.08381967e+02 5.23274780e+02 5.39312927e+02 5.56556996e+02 5.75066978e+02 5.94902140e+02 6.16120229e+02 6.38777494e+02 6.62928736e+02 6.88626659e+02 7.15922347e+02 7.44865870e+02 7.75506708e+02 8.07893628e+02 8.42077033e+02 8.78109639e+02 9.16047188e+02 9.55951311e+02 9.97890463e+02 1.04194230e+03 1.08819653e+03 1.13675601e+03 1.18774049e+03 1.24128904e+03 1.29756272e+03 1.35674821e+03 1.41905932e+03 1.48474299e+03 1.55407940e+03 1.62738716e+03 1.70502651e+03 1.78740058e+03 1.87495968e+03 1.96820414e+03 2.06768545e+03 2.17400842e+03 2.28783330e+03 2.40987507e+03 2.54090450e+03 2.68174391e+03 2.83326219e+03 2.99636997e+03 3.17201226e+03 3.36115997e+03 3.56480944e+03 3.78398447e+03 4.01973443e+03 4.27315828e+03 4.54540730e+03 4.83769768e+03 5.15136940e+03 5.48785020e+03 5.84871334e+03 6.23579152e+03 6.65094067e+03 7.09644133e+03 7.57498438e+03 8.08876082e+03 8.64194796e+03 9.23846817e+03 9.88022380e+03 1.05784146e+04 1.13433845e+04 1.21817696e+04 1.31004368e+04 1.41068392e+04 1.52091051e+04 1.64161079e+04 1.77375369e+04 1.91839736e+04 2.07669731e+04 2.24991546e+04 2.43942982e+04 2.64674516e+04 2.87350458e+04 3.12150224e+04
 3.40434437e+02 3.40571665e+02 3.40722417e+02 3.40888001e+02 3.41069879e+02 3.41269753e+02 3.41489335e+02 3.41730570e+02 3.41995577e+02 3.42286663e+02 3.42606463e+02 3.42957711e+02 3.43343691e+02 3.43767370e+02 3.44232805e+02 3.44744076e+02 3.45305385e+02 3.45921912e+02 3.46598819e+02 3.47342120e+02 3.48158209e+02 3.49053994e+02 3.50037362e+02 3.51116734e+02 3.52301214e+02 3.53601094e+02 3.55027147e+02 3.56591422e+02 3.58307297e+02 3.60188979e+02 3.62251857e+02 3.64513088e+02 3.66991033e+02 3.69705781e+02 3.72679151e+02 3.75934542e+02 3.79497420e+02 3.83395500e+02 3.87658157e+02 3.92317596e+02 3.97407665e+02 4.02965363e+02 4.09029554e+02 4.15641981e+02 4.22846775e+02 4.30690526e+02 4.39222265e+02 4.48493727e+02 4.58558199e+02 4.69471355e+02 4.81290569e+02 4.94074656e+02 5.07883272e+02 5.22777277e+02 5.38817374e+02 5.56064313e+02 5.74578197e+02 5.94418254e+02 6.15642343e+02 6.38306834e+02 6.62466230e+02 6.88173632e+02 7.15479836e+02 7.44435005e+02 7.75088136e+02 8.07488320e+02 8.41686002e+02 8.77733366e+02 9.15686409e+02 9.55606103e+02 9.97561305e+02 1.04162940e+03 1.08789979e+03 1.13647543e+03 1.18747594e+03 1.24104005e+03 1.29732890e+03 1.35652918e+03 1.41885465e+03 1.48455183e+03 1.55390110e+03 1.62722113e+03 1.70487213e+03 1.78725694e+03 1.87482644e+03 1.96808041e+03 2.06757031e+03 2.17390150e+03 2.28773446e+03 2.40978338e+03 2.54081973e+03 2.68166541e+03 2.83318951e+03 2.99630281e+03 3.17195001e+03 3.36110241e+03 3.56475635e+03 3.78393576e+03 4.01968984e+03 4.27311699e+03 4.54536954e+03 4.83766339e+03 5.15133857e+03 5.48782253e+03 5.84868842e+03 6.23576961e+03 6.65092127e+03 7.09642462e+03 7.57497014e+03 8.08874901e+03 8.64193822e+03 9.23846049e+03 9.88021827e+03 1.05784096e+04 1.13433798e+04 1.21817651e+04 1.31004324e+04 1.41068350e+04 1.52091009e+04 1.64161038e+04 1.77375329e+04 1.91839696e+04 2.07669692e+04 2.24991508e+04 2.43942944e+04 2.64674478e+04 2.87350421e+04 3.12150187e+04
 3.39958224e+02 3.40095277e+02 3.40245838e+02 3.40411206e+02 3.40592976e+02 3.40792719e+02 3.41011973e+02 3.41252923e+02 3.41517635e+02 3.41808474e+02 3.42127883e+02 3.42478781e+02 3.42864187e+02 3.43287477e+02 3.43752519e+02 3.44263099e+02 3.44823890e+02 3.45439732e+02 3.46115973e+02 3.46858492e+02 3.47673703e+02 3.48568670e+02 3.49551063e+02 3.50629240e+02 3.51812604e+02 3.53111093e+02 3.54535860e+02 3.56098679e+02 3.57812980e+02 3.59692784e+02 3.61753930e+02 3.64013150e+02 3.66489041e+02 3.69201574e+02 3.72172538e+02 3.75425415e+02 3.78985795e+02 3.82880972e+02 3.87140851e+02 3.91797248e+02 3.96884367e+02 4.02438995e+02 4.08500113e+02 4.15109596e+02 4.22311425e+02 4.30152396e+02 4.38681687e+02 4.47950776e+02 4.58013337e+02 4.68925009e+02 4.80743365e+02 4.93527041e+02 5.07336262e+02 5.22231499e+02 5.38273709e+02 5.55523894e+02 5.74042138e+02 5.93887502e+02 6.15118290e+02 6.37790697e+02 6.61959193e+02 6.87676749e+02 7.14994404e+02 7.43962158e+02 7.74628896e+02 8.07043975e+02 8.41257015e+02 8.77320498e+02 9.15290121e+02 9.55227367e+02 9.97200164e+02 1.04128603e+03 1.08757417e+03 1.13616734e+03 1.18718540e+03 1.24076682e+03 1.29707228e+03 1.35628857e+03 1.41862979e+03 1.48434173e+03 1.55370537e+03 1.62703920e+03 1.70470252e+03 1.78709936e+03 1.87467993e+03 1.96794461e+03 2.06744428e+03 2.17378465e+03 2.28762582e+03 2.40968298e+03 2.54072642e+03 2.68157903e+03 2.83310941e+03 2.99622908e+03 3.17188201e+03 3.36103917e+03 3.56469809e+03 3.78388211e+03 4.01964033e+03 4.27307188e+03 4.54532808e+03 4.83762554e+03 5.15130436e+03 5.48779154e+03 5.84866118e+03 6.23574530e+03 6.65090003e+03 7.09640623e+03 7.57495450e+03 8.08873608e+03 8.64192749e+03 9.23845207e+03 9.88021219e+03 1.05784041e+04 1.13433746e+04 1.21817601e+04 1.31004276e+04 1.41068303e+04 1.52090964e+04 1.64160993e+04 1.77375285e+04 1.91839653e+04 2.07669650e+04 2.24991466e+04 2.43942902e+04 2.64674437e+04 2.87350380e+04 3.12150146e+04
 3.39432446e+02 3.39569326e+02 3.39719682e+02 3.39884922e+02 3.40066435e+02 3.40265835e+02 3.40484949e+02 3.40725619e+02 3.40990008e+02 3.41280462e+02 3.41599517e+02 3.41950060e+02 3.42335051e+02 3.42757888e+02 3.43222315e+02 3.43732411e+02 3.44292604e+02 3.44907736e+02 3.45583186e+02 3.46324902e+02 3.47139210e+02 3.48033202e+02 3.49014553e+02 3.50091658e+02 3.51273730e+02 3.52570993e+02 3.53994189e+02 3.55555596e+02 3.57268114e+02 3.59146196e+02 3.61205263e+02 3.63462422e+02 3.65936151e+02 3.68646317e+02 3.71614716e+02 3.74864997e+02 3.78422500e+02 3.82314853e+02 3.86571741e+02 3.91225006e+02 3.96308992e+02 4.01860415e+02 4.07918408e+02 4.14524599e+02 4.21723453e+02 4.29561473e+02 4.38088072e+02 4.47354725e+02 4.57415396e+02 4.68325624e+02 4.80142822e+02 4.92926430e+02 5.06736145e+02 5.21632904e+02 5.37677680e+02 5.54931304e+02 5.73454190e+02 5.93305635e+02 6.14543692e+02 6.37224606e+02 6.61403076e+02 6.87131711e+02 7.14461995e+02 7.43443458e+02 7.74125270e+02 8.06556248e+02 8.40786306e+02 8.76867572e+02 9.14855836e+02 9.54811868e+02 9.96803656e+02 1.04090897e+03 1.08721675e+03 1.13582937e+03 1.18686642e+03 1.24046647e+03 1.29679046e+03 1.35602447e+03 1.41838277e+03 1.48411097e+03 1.55349043e+03 1.62683894e+03 1.70451639e+03 1.78692630e+03 1.87451906e+03 1.96779521e+03 2.06730563e+03 2.17365619e+03 2.28750655e+03 2.40957233e+03 2.54062384e+03 2.68148441e+03 2.83302213e+03 2.99614791e+03 3.17180698e+03 3.36096984e+03 3.56463396e+03 3.78382318e+03 4.01958616e+03 4.27302199e+03 4.54528269e+03 4.83758406e+03 5.15126676e+03 5.48775785e+03 5.84863100e+03 6.23571868e+03 6.65087656e+03 7.09638596e+03 7.57493721e+03 8.08872179e+03 8.64191581e+03 9.23844278e+03 9.88020552e+03 1.05783981e+04 1.13433689e+04 1.21817546e+04 1.31004223e+04 1.41068251e+04 1.52090913e+04 1.64160944e+04 1.77375237e+04 1.91839605e+04 2.07669603e+04 2.24991419e+04 2.43942856e+04 2.64674391e+04 2.87350335e+04 3.12150101e+04
 3.38852002e+02 3.38988680e+02 3.39138894e+02 3.39303871e+02 3.39485173e+02 3.39684334e+02 3.39903309e+02 3.40143637e+02 3.40407714e+02 3.40697807e+02 3.41016499e+02 3.41366579e+02 3.41751123e+02 3.42173418e+02 3.42637320e+02 3.43146773e+02 3.43706365e+02 3.44320731e+02 3.44995487e+02 3.45736319e+02 3.46549702e+02 3.47442692e+02 3.48422927e+02 3.49498929e+02 3.50679678e+02 3.51975531e+02 3.53397215e+02 3.54956917e+02 3.56667750e+02 3.58543876e+02 3.60600953e+02 3.62856052e+02 3.65327298e+02 3.68035038e+02 3.71000798e+02 3.74248303e+02 3.77802837e+02 3.81692250e+02 3.85945866e+02 3.90595869e+02 3.95676578e+02 4.01224548e+02 4.07279127e+02 4.13882031e+02 4.21077690e+02 4.28912661e+02 4.37436537e+02 4.46700661e+02 4.56759162e+02 4.67667946e+02 4.79484365e+02 4.92267669e+02 5.06078042e+02 5.20976461e+02 5.37023998e+02 5.54281555e+02 5.72809688e+02 5.92667657e+02 6.13913618e+02 6.36603975e+02 6.60793317e+02 6.86534395e+02 7.13878361e+02 7.42875074e+02 7.73573021e+02 8.06021672e+02 8.40270104e+02 8.76370868e+02 9.14379076e+02 9.54355868e+02 9.96368780e+02 1.04049561e+03 1.08682439e+03 1.13545844e+03 1.18651649e+03 1.24013704e+03 1.29648118e+03 1.35573453e+03 1.41811166e+03 1.48385800e+03 1.55325424e+03 1.62661913e+03 1.70431168e+03 1.78673605e+03 1.87434243e+03 1.96763118e+03 2.06715351e+03 2.17351472e+03 2.28737548e+03 2.40945110e+03 2.54051174e+03 2.68138024e+03 2.83292585e+03 2.99605896e+03 3.17172489e+03 3.36089386e+03 3.56456403e+03 3.78375841e+03 4.01952688e+03 4.27296743e+03 4.54523268e+03 4.83753885e+03 5.15122563e+03 5.48772081e+03 5.84859788e+03 6.23568919e+03 6.65085102e+03 7.09636381e+03 7.57491842e+03 8.08870618e+03 8.64190292e+03 9.23843262e+03 9.88019818e+03 1.05783915e+04 1.13433626e+04 1.21817485e+04 1.31004164e+04 1.41068194e+04 1.52090858e+04 1.64160889e+04 1.77375184e+04 1.91839553e+04 2.07669551e+04 2.24991368e+04 2.43942806e+04 2.64674341e+04 2.87350285e+04 3.12150052e+04
 3.38211263e+02 3.38347768e+02 3.38497771e+02 3.38662603e+02 3.38843751e+02 3.39042680e+02 3.39261246e+02 3.39501267e+02 3.39765080e+02 3.40054771e+02 3.40373149e+02 3.40722687e+02 3.41106843e+02 3.41528652e+02 3.41991908e+02 3.42500780e+02 3.43059670e+02 3.43673350e+02 3.44347260e+02 3.45087153e+02 3.45899630e+02 3.46791592e+02 3.47770707e+02 3.48845373e+02 3.50024863e+02 3.51319184e+02 3.52739382e+02 3.54297335e+02 3.56006290e+02 3.57880473e+02 3.59935408e+02 3.62188111e+02 3.64657065e+02 3.67362122e+02 3.70325208e+02 3.73569780e+02 3.77121385e+02 3.81007399e+02 3.85257874e+02 3.89904381e+02 3.94981519e+02 4.00525987e+02 4.06577105e+02 4.13176472e+02 4.20368640e+02 4.28200497e+02 4.36721396e+02 4.45982951e+02 4.56039301e+02 4.66946559e+02 4.78762090e+02 4.91545290e+02 5.05356530e+02 5.20256763e+02 5.36307361e+02 5.53569410e+02 5.72103234e+02 5.91968404e+02 6.13223060e+02 6.35923730e+02 6.60124905e+02 6.85879561e+02 7.13238583e+02 7.42251589e+02 7.72967622e+02 8.05435403e+02 8.39704199e+02 8.75825895e+02 9.13856353e+02 9.53855578e+02 9.95891741e+02 1.04004178e+03 1.08639419e+03 1.13505126e+03 1.18613236e+03 1.23977561e+03 1.29614170e+03 1.35541633e+03 1.41781392e+03 1.48358010e+03 1.55299520e+03 1.62637764e+03 1.70408736e+03 1.78652711e+03 1.87414854e+03 1.96745111e+03 2.06698617e+03 2.17335973e+03 2.28723186e+03 2.40931762e+03 2.54038832e+03 2.68126585e+03 2.83281985e+03 2.99596111e+03 3.17163398e+03 3.36081016e+03 3.56448683e+03 3.78368723e+03 4.01946128e+03 4.27290737e+03 4.54517756e+03 4.83748887e+03 5.15118039e+03 5.48768007e+03 5.84856147e+03 6.23565712e+03 6.65082293e+03 7.09633944e+03 7.57489758e+03 8.08868894e+03 8.64188872e+03 9.23842143e+03 9.88019012e+03 1.05783842e+04 1.13433557e+04 1.21817419e+04 1.31004100e+04 1.41068132e+04 1.52090797e+04 1.64160830e+04 1.77375125e+04 1.91839495e+04 2.07669495e+04 2.24991312e+04 2.43942751e+04 2.64674287e+04 2.87350231e+04 3.12149998e+04
 3.37504343e+02 3.37640672e+02 3.37790524e+02 3.37955125e+02 3.38135971e+02 3.38334654e+02 3.38552886e+02 3.38792734e+02 3.39056165e+02 3.39345556e+02 3.39663439e+02 3.40012492e+02 3.40396178e+02 3.40817392e+02 3.41280161e+02 3.41788390e+02 3.42346518e+02 3.42959542e+02 3.43632518e+02 3.44371511e+02 3.45182994e+02 3.46073755e+02 3.47051713e+02 3.48125192e+02 3.49303204e+02 3.50596070e+02 3.52014567e+02 3.53570805e+02 3.55277837e+02 3.57149933e+02 3.59202755e+02 3.61453016e+02 3.63919410e+02 3.66621782e+02 3.69582032e+02 3.72823550e+02 3.76371885e+02 3.80254630e+02 3.84501443e+02 3.89144568e+02 3.94217993e+02 3.99758790e+02 4.05806083e+02 4.12401807e+02 4.19590463e+02 4.27418950e+02 4.35936792e+02 4.45195722e+02 4.55249897e+02 4.66155337e+02 4.77970146e+02 4.90753356e+02 5.04565670e+02 5.19468130e+02 5.35522139e+02 5.52788909e+02 5.71328982e+02 5.91202131e+02 6.12466208e+02 6.35178293e+02 6.59392498e+02 6.85161757e+02 7.12537337e+02 7.41568405e+02 7.72303905e+02 8.04792342e+02 8.39083399e+02 8.75228572e+02 9.13282922e+02 9.53307220e+02 9.95368629e+02 1.03954399e+03 1.08592199e+03 1.13460460e+03 1.18571086e+03 1.23937888e+03 1.29576906e+03 1.35506714e+03 1.41748726e+03 1.48327493e+03 1.55271060e+03 1.62611271e+03 1.70384070e+03 1.78629816e+03 1.87393577e+03 1.96725326e+03 2.06680273e+03 2.17318922e+03 2.28707357e+03 2.40917129e+03 2.54025253e+03 2.68114037e+03 2.83270391e+03 2.99585353e+03 3.17153475e+03 3.36071840e+03 3.56440208e+03 3.78360889e+03 4.01938919e+03 4.27284127e+03 4.54511746e+03 4.83743390e+03 5.15113054e+03 5.48763517e+03 5.84852139e+03 6.23562169e+03 6.65079189e+03 7.09631267e+03 7.57487479e+03 8.08867014e+03 8.64187316e+03 9.23840915e+03 9.88018127e+03 1.05783763e+04 1.13433482e+04 1.21817346e+04 1.31004030e+04 1.41068063e+04 1.52090730e+04 1.64160764e+04 1.77375061e+04 1.91839432e+04 2.07669432e+04 2.24991251e+04 2.43942690e+04 2.64674226e+04 2.87350171e+04 3.12149939e+04
